id,member_id,loan_amnt,funded_amnt,term,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,zip_code,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,effective_int_rate,application_type,disbursement_method,annual_inc_joint,dti_joint,verified_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mtg_payment,housing_payment,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog
"135793639","154030519","5000.0","2725.0","36","13.06","7.40","1.15","168.62","C","C1","owner/childcare provider","< 1 year","MORTGAGE","65000.0","Not Verified","06-24-2018 04:34:03","07-24-2018 06:00:00","06-24-2018 06:00:00","06-24-2018 04:29:50","06-24-2018 04:44:29","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135793639"," ","Debt consolidation","Debt consolidation","381xx","TN","","0","4","4467","50.0","33.3","13.15","2","0.0","05-23-2000 17:00:00","685","689","0","20"," ","5","20","12","0","11","0","25187","5837.0","32.1","6700","31","33932","20","46","f","","0","6","0","0","0","20","11","4","3","52132","25187","2290","4","2","2","64","2","0","0","11","217","7","174","3","18200","7","9","0","12.80","INDIVIDUAL","CASH"," "," "," ","1","2","0","0","35","19350.0","57.0","4","4","1950.0","48.3","0","8","4","0","420"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135614989","153879197","7000.0","4700.0","36","6.19","1.88","0.83","213.56","A","A2"," Mental health counselor ","5 years","RENT","71000.0","Not Verified","06-20-2018 14:06:24","07-22-2018 14:00:00","06-22-2018 14:00:00","06-20-2018 13:57:50","06-22-2018 12:02:07","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135614989"," ","Credit card refinancing","Credit card refinancing","337xx","FL","","0","2","5875","71.4","72.0","25.69","8","0.0","07-19-2006 17:00:00","675","679","0","15"," "," ","15","11","0","15","0","67915","18503.0","68.8","21000","25","76474","19","15","f","","0","0","0","0","0","null","15","2","10","103374","67915","4528","8","6","7","64","0","0","0","6","138","8","143","11","26900","8","12","0","6.19","INDIVIDUAL","DIRECT_PAY"," "," "," ","0","3","1","1","10","49412.0","64.6","1","1","5374.0","65.7","0","1","0","0","1350"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135791358","154026241","10000.0","7500.0","36","5.31","1.88","0.83","301.11","A","A1","Teacher","7 years","MORTGAGE","45000.0","Not Verified","06-23-2018 14:55:04","07-23-2018 18:00:00","06-23-2018 18:00:00","06-23-2018 14:48:25","06-23-2018 14:58:52","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135791358"," ","Credit card refinancing","Credit card refinancing","799xx","TX","","0","4","5254","0.0","12.4","27.36","0","0.0","10-22-1999 17:00:00","730","734","0"," "," ","18"," ","7","1","18","0","78919","2691.0","24.7","6000","36","68669","5"," ","f","","0","0","0","0","0","null","18","1","7","79569","78919","4384","3","1","2","100","0","0","0","30","177","3","224","7","10900","3","4","0","5.31","INDIVIDUAL","CASH"," "," "," ","0","14","0","1","18","76228.0","111.0","1","3","746.0","99.2","0","0","0","0","1600"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135746048","153981781","18000.0","15225.0","60","7.46","2.27","0.59","360.35","A","A4","Teacher","10+ years","MORTGAGE","58000.0","Not Verified","06-22-2018 15:50:06","07-23-2018 06:00:00","06-23-2018 06:00:00","06-22-2018 15:42:27","06-22-2018 15:55:58","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135746048"," ","Home improvement","Home improvement","448xx","OH","","0","5","43900","0.0","0.0","15.0","0","0.0","08-21-2000 17:00:00","810","814","0"," "," ","24"," ","1","2","13","0","37990","22614.0","21.6","43900","35","21650","11"," ","f","","0","0","0","0","0","null","13","2","1","281350","178454","13727","5","0","4","100","0","0","0","22","214","3","162","1","104700","3","10","0","7.48","JOINT","CASH","103000.0","14.39","Not Verified","1","2","0","2","14","15376.0","71.0","2","3","0.0","30.1","1","0","0","1107.25","775","13154","805","809","09-21-2000 17:00:00","0","2","11","29.3","3","8","0","0"," "
"135734089","153979773","12000.0","9125.0","36","5.31","1.88","0.83","361.33","A","A1","","n/a","MORTGAGE","62000.0","Not Verified","06-22-2018 12:30:20","07-22-2018 14:00:00","06-22-2018 14:00:00","06-22-2018 12:28:51","06-22-2018 12:32:45","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135734089"," ","Credit card refinancing","Credit card refinancing","233xx","VA","","0","2","36216","0.0","1.9","4.99","0","0.0","08-21-1989 17:00:00","790","794","1"," "," ","6"," ","47","3","7","0","3023","3023.0","7.0","36900","20","0","14"," ","f","","0","0","0","0","0","null","7","1","6","219100","162614","23231","8","1","4","100","0","0","0","3","139","3","346","6","43100","3","6","0","5.31","INDIVIDUAL","CASH"," "," "," ","1","0","0","0","58","0.0"," ","1","2","684.0","7.0","0","0","1","1184.2","1150"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135765672","154001428","10000.0","7075.0","36","15.49","7.40","1.15","349.06","C","C4","Flight Service","5 years","RENT","57000.0","Source Verified","06-22-2018 22:11:52","07-23-2018 06:00:00","06-23-2018 06:00:00","06-22-2018 21:59:46","06-22-2018 22:16:09","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135765672"," ","Credit card refinancing","Credit card refinancing","850xx","AZ","","0","10","7124","0.0","48.0","18.34","0","0.0","03-22-2006 16:00:00","690","694","1","41"," ","6","41","7","0","12","0","23904","6576.0","47.0","13700","16","37545","13","41","f","","0","3","0","0","0","78","12","7","7","52315","23904","1992","11","6","8","92","0","0","0","2","47","6","147","7","14000","6","9","0","15.23","INDIVIDUAL","CASH"," "," "," ","0","2","1","1","10","17328.0","46.2","6","8","2645.0","45.7","0","1","4","0","755"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135776925","154009792","12000.0","8850.0","36","5.31","1.88","0.83","361.33","A","A1","Career Carrier","5 years","MORTGAGE","50000.0","Source Verified","06-23-2018 12:04:38","07-23-2018 14:00:00","06-23-2018 14:00:00","06-23-2018 11:28:42","06-23-2018 12:32:48","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135776925"," ","Debt consolidation","Debt consolidation","604xx","IL","","0","5","122825","0.0","11.8","12.94","0","0.0","08-22-1995 17:00:00","755","759","0"," "," ","3"," ","12","3","12","0","49298","16375.0","11.8","139200","33","36037","17"," ","f","","0","0","0","0","0","null","12","2","12","337994","209705","17475","15","7","10","100","0","0","0","13","137","7","274","12","139200","7","10","0","5.31","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","67","32923.0"," ","1","4","8798.0","11.8","2","0","1","1380.83","1422"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135718070","153963670","12000.0","8525.0","36","16.46","7.40","1.15","424.62","C","C5","Case Advocate","9 years","MORTGAGE","120000.0","Source Verified","06-22-2018 07:06:05","07-22-2018 10:00:00","06-22-2018 10:00:00","06-22-2018 07:02:58","06-22-2018 08:58:18","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135718070"," ","Home improvement","Home improvement","380xx","TN","","0","14","2941","0.0","28.3","21.72","1","0.0","11-21-1993 16:00:00","675","679","2","22"," ","4","42","18","4","27","0","75279","13527.0","44.1","4100","54","82859","26","42","f","","0","0","0","0","0","67","27","7","2","266955","224732","8323","7","2","4","83","0","0","0","21","136","10","295","9","30700","10","19","0","16.20","INDIVIDUAL","CASH"," "," "," ","2","6","2","5","3","60881.0","73.5","3","6","811.0","65.7","4","15","5","1068","1065"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135474018","153725730","12000.0","7300.0","36","8.08","1.88","0.83","376.48","A","A5","DRIVER","2 years","RENT","46000.0","Not Verified","06-21-2018 10:10:45","07-21-2018 14:00:00","06-21-2018 14:00:00","06-21-2018 10:02:21","06-21-2018 10:20:17","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135474018"," ","Debt consolidation","Debt consolidation","276xx","NC","","0","1","13131","16.7","55.6","17.01","0","0.0","11-20-1995 16:00:00","670","674","0","76","77","14","76","4","0","7","1","19960","16469.0","55.6","29600","26","11566","22","76","f","","1","1","0","0","0","76","7","1","4","41166","19960","2851","16","5","6","95","0","0","0","3","137","5","271","4","29600","5","6","0","8.08","INDIVIDUAL","CASH"," "," "," ","1","1","0","0","111","3491.0","30.2","1","1","5717.0","48.5","0","0","0","0","1000"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135772631","154008479","10000.0","5150.0","36","6.83","1.88","0.83","308.0","A","A3","Payroll specialist ","< 1 year","RENT","63000.0","Not Verified","06-23-2018 10:11:52","07-23-2018 14:00:00","06-23-2018 14:00:00","06-23-2018 09:15:35","06-23-2018 10:18:27","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135772631"," ","Credit card refinancing","Credit card refinancing","921xx","CA","","0","3","6985","25.0","41.8","11.31","0","0.0","08-22-2011 17:00:00","705","709","0"," "," "," "," ","35","0","19","0","35605","8795.0","29.3","12000","26","30580","16"," ","f","","0","0","0","0","0","null","19","3","11","60580","35605","1874","4","2","4","100","0","0","0","10","82","4","72","11","30000","4","9","0","6.83","INDIVIDUAL","CASH"," "," "," ","0","10","0","0","46","26810.0","87.7","3","3","3123.0","58.8","0","0","0","0","963"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135670767","153917144","16500.0","11600.0","36","7.46","1.88","0.83","512.95","A","A4","Physician assistant","< 1 year","RENT","124800.0","Not Verified","06-21-2018 09:22:11","07-21-2018 14:00:00","06-21-2018 14:00:00","06-21-2018 09:01:36","06-21-2018 10:29:35","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135670767"," ","Debt consolidation","Debt consolidation","765xx","TX","","0","1","11008","20.0","53.2","23.33","0","0.0","02-20-2006 16:00:00","745","749","0"," "," ","14"," ","42","0","19","0","153366","16158.0","40.9","23500","24","210968","13"," ","f","","0","0","0","0","0","null","19","0","14","250468","153366","8072","7","3","5","100","0","0","0","11","89","4","148","36","39500","4","9","0","7.46","INDIVIDUAL","CASH"," "," "," ","0","10","0","1","14","137208.0","60.7","0","0","5383.0","57.0","0","2","0","0","1400"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135062663","153144390","12000.0","7000.0","36","14.52","7.40","1.15","413.17","C","C3","Driver ","2 years","OWN","54000.0","Source Verified","06-21-2018 16:45:19","07-22-2018 10:00:00","06-22-2018 10:00:00","06-13-2018 12:29:21","06-22-2018 09:45:54","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135062663"," ","Other","Other","751xx","TX","","0","7","1838","0.0","29.3","15.6","0","0.0","11-12-2007 16:00:00","670","674","0","55"," ","0","55","2","0","8","0","19927","5815.0","49.7","2600","9","23013","8","55","f","","0","1","0","0","0","55","8","6","2","34713","19927","2491","4","2","3","88","0","0","0","1","17","6","127","2","11700","6","7","0","14.26","INDIVIDUAL","CASH"," "," "," ","2","1","0","1","17","14112.0","61.3","6","6","707.0","57.4","3","0","4","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"135791186","154026056","16400.0","11125.0","36","13.06","7.40","1.15","553.06","C","C1","Inventory Control Specialist","< 1 year","RENT","60000.0","Not Verified","06-23-2018 13:44:14","07-23-2018 14:00:00","06-23-2018 14:00:00","06-23-2018 13:37:07","06-23-2018 13:51:06","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135791186"," ","Debt consolidation","Debt consolidation","949xx","CA","","0","0","8745","50.0","69.8","19.02","0","0.0","02-22-2006 16:00:00","720","724","0"," "," "," "," ","35","0","6","0","23699","20255.0","69.8","29000","13","15499","10"," ","f","","0","0","0","0","0","null","6","0","28","44499","23699","4740","7","4","5","100","0","0","0","3","72","4","148","35","29000","4","5","0","12.80","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","28","3444.0","22.2","0","0","9419.0","53.3","0","1","0","0","713"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135725743","153972364","15000.0","9700.0","36","8.08","1.88","0.83","470.6","A","A5","Senior Contract Manager","10+ years","MORTGAGE","48000.0","Source Verified","06-22-2018 09:42:30","07-22-2018 10:00:00","06-22-2018 10:00:00","06-22-2018 09:37:38","06-22-2018 09:48:28","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135725743"," ","Debt consolidation","Debt consolidation","984xx","WA","","0","2","563","100.0","83.9","23.85","0","0.0","08-21-2005 17:00:00","710","714","0"," "," ","15"," ","80","2","7","0","46555","18312.0","77.9","3500","21","37291","11"," ","f","","0","0","0","0","0","null","7","1","10","298381","279776","39968","5","1","1","100","0","0","0","8","128","4","152","33","23500","4","4","0","8.08","INDIVIDUAL","CASH"," "," "," ","0","2","1","1","10","28243.0","75.7","0","0","2937.0","76.6","0","3","0","1426.8","650"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135611642","153873858","15000.0","9150.0","36","5.31","1.88","0.83","451.66","A","A1","supervisor ","10+ years","RENT","50000.0","Source Verified","06-21-2018 12:00:26","07-21-2018 14:00:00","06-21-2018 14:00:00","06-20-2018 12:26:30","06-21-2018 13:46:56","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135611642"," ","Credit card refinancing","Credit card refinancing","083xx","NJ","","0","2","20798","0.0","46.1","18.46","0","0.0","08-19-2003 17:00:00","700","704","0"," "," ","7"," ","7","0","10","0","27593","17802.0","46.1","38600","10","19275","8"," ","f","","0","0","0","0","0","null","10","1","7","57875","27593","3449","7","7","7","100","0","0","0","1","39","7","133","7","38600","7","8","0","5.31","INDIVIDUAL","DIRECT_PAY"," "," "," ","0","1","0","0","39","9791.0","50.8","1","2","4347.0","47.7","0","0","1","0","500"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135343290","153585698","12000.0","6050.0","36","13.06","7.40","1.15","404.68","C","C1","Senior inventory Analyst","10+ years","RENT","60000.0","Not Verified","06-21-2018 07:21:14","07-21-2018 10:00:00","06-21-2018 10:00:00","06-15-2018 18:47:36","06-21-2018 07:23:41","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135343290"," ","Debt consolidation","Debt consolidation","902xx","CA","","0","7","4769","0.0","69.6","19.26","1","0.0","09-15-1994 17:00:00","680","684","0","19","100","12","19","12","0","18","1","21341","17578.0","38.9","15700","21","7022","20"," ","f","","1","0","0","0","0","null","18","3","8","52222","21341","1255","5","4","4","85","0","0","0","1","22","13","285","8","45200","13","17","0","12.80","INDIVIDUAL","CASH"," "," "," ","0","1","0","1","22","3763.0","53.6","3","6","6157.0","40.9","0","2","1","0","750"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135613706","153877907","15000.0","8925.0","36","14.52","7.40","1.15","516.47","C","C3","Maintenance Repair ","5 years","RENT","45000.0","Not Verified","06-21-2018 06:16:13","07-22-2018 10:00:00","06-22-2018 10:00:00","06-20-2018 12:46:53","06-22-2018 08:28:28","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135613706"," ","Credit card refinancing","Credit card refinancing","331xx","FL","","0","4","10205","50.0","54.4","17.44","0","0.0","11-19-2013 16:00:00","680","684","0"," "," ","16"," ","16","0","10","0","19994","12626.0","42.9","22400","11","8038","10"," ","f","","0","0","0","0","0","null","10","1","2","37438","19994","1999","6","5","6","100","0","0","0","1","2","6","55","16","29400","6","9","0","14.26","INDIVIDUAL","CASH"," "," "," ","1","1","1","1","2","7368.0","91.7","0","3","4073.0","53.4","0","0","0","0","520"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135679373","153935832","15000.0","8900.0","36","7.46","1.88","0.83","466.32","A","A4","Administrative Supervisor","10+ years","OWN","87752.0","Source Verified","06-21-2018 15:34:09","07-22-2018 14:00:00","06-22-2018 14:00:00","06-21-2018 11:20:17","06-22-2018 11:10:40","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135679373"," ","Medical expenses","Medical expenses","086xx","NJ","","0","2","241","100.0","99.1","16.73","0","0.0","11-20-1986 16:00:00","730","734","0"," "," ","16"," ","43","3","13","0","34014","33248.0","71.8","27600","23","8885","15"," ","f","","0","0","0","0","0","null","13","0","21","205561","163858","12604","6","3","3","100","0","0","0","4","135","10","379","21","46300","10","11","0","7.46","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","34","766.0","8.6","0","2","19046.0","61.6","0","0","0","1575.88"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"135712086","153957674","14000.0","7650.0","36","7.46","1.88","0.83","435.23","A","A4","Maintenance ","1 year","MORTGAGE","80000.0","Source Verified","06-22-2018 07:08:21","07-22-2018 14:00:00","06-22-2018 14:00:00","06-22-2018 06:33:15","06-22-2018 11:31:57","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135712086"," ","Debt consolidation","Debt consolidation","402xx","KY","","0","4","11879","0.0","46.7","19.22","0","0.0","02-21-2002 16:00:00","715","719","2"," "," ","1"," ","54","0","8","0","41458","18171.0","40.4","22300","13","29661","7"," ","f","","0","0","0","0","0","null","8","3","1","74661","41458","5182","3","2","2","100","0","0","0","6","124","6","196","1","45000","6","6","75","7.46","INDIVIDUAL","CASH"," "," "," ","1","2","2","2","9","23287.0","78.5","1","2","5673.0","55.5","2","0","4","0","965"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135679426","153935886","16000.0","9500.0","36","6.83","1.88","0.83","492.8","A","A3","Credit Manager / web design","10+ years","MORTGAGE","65000.0","Not Verified","06-21-2018 11:41:10","07-21-2018 14:00:00","06-21-2018 14:00:00","06-21-2018 11:37:06","06-21-2018 11:42:06","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135679426"," ","Debt consolidation","Debt consolidation","750xx","TX","","0","1","63403","0.0","1.2","16.9","1","0.0","04-20-1987 17:00:00","755","759","0","22"," "," "," ","39","0","12","0","27089","19526.0","3.0","81600","23","16000","19"," ","f","","0","0","0","0","0","null","12","0","17","120323","27089","2257","13","2","6","95","0","0","0","3","140","4","374","17","98500","4","10","0","6.83","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","26","5161.0","32.3","0","1","17682.0","11.3","0","1","0","0","1600"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135536939","153770744","16000.0","9475.0","60","6.19","2.27","0.59","310.75","A","A2","Superintendent ","3 years","RENT","52000.0","Not Verified","06-20-2018 19:23:22","07-22-2018 14:00:00","06-22-2018 14:00:00","06-19-2018 07:26:25","06-22-2018 11:09:10","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135536939"," ","Credit card refinancing","Credit card refinancing","201xx","VA","","0","4","15645","50.0","33.7","16.72","0","0.0","10-18-1986 17:00:00","710","714","0"," "," ","22"," ","27","0","5","0","34509","19602.0","29.9","23600","14","15640","5"," ","f","","0","0","0","0","0","null","5","2","5","81240","34509","6902","2","2","2","100","0","0","0","9","153","3","380","27","65600","3","4","0","6.21","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","1","2","4","5","14907.0","95.3","0","0","7350.0","42.5","1","4","0","0","1160"," "," "," "," "," "," "," "," "," "," "," "," "," "
"134305906","151983787","30000.0","23375.0","36","16.46","7.40","1.15","1061.54","C","C5","General Manager","5 years","MORTGAGE","90000.0","Source Verified","06-23-2018 10:20:20","07-23-2018 14:00:00","06-23-2018 14:00:00","05-27-2018 06:45:58","06-23-2018 10:23:56","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=134305906"," ","Debt consolidation","Debt consolidation","339xx","FL","","0","3","23298","0.0","46.1","20.23","0","0.0","06-26-2006 17:00:00","690","694","1","31"," ","1","31","30","1","16","0","232545","23757.0","39.3","43200","30","156972","12","31","f","","0","0","0","0","0","null","16","3","1","349372","359686","22480","7","3","7","96","0","0","0","16","141","7","66","30","60400","7","12","0","16.20","INDIVIDUAL","CASH"," "," "," ","2","3","2","2","1","208788.0","103.7","0","0","10880.0","65.6","4","0","6","923.25","924"," "," "," "," "," "," "," "," "," "," "," "," "," "
"134898256","152968199","15000.0","8200.0","36","14.03","7.40","1.15","512.89","C","C2","","n/a","MORTGAGE","96500.0","Not Verified","06-21-2018 10:32:07","07-21-2018 14:00:00","06-21-2018 14:00:00","06-09-2018 08:03:17","06-21-2018 10:35:13","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=134898256"," ","Debt consolidation","Debt consolidation","228xx","VA","","0","5","7357","0.0","30.6","7.2","0","0.0","07-08-2006 17:00:00","670","674","2","41"," ","1","41","13","6","10","0","9069","3269.0","28.2","10600","33","7500","9","41","f","","0","2","0","0","0","52","10","2","1","310800","221007","22101","7","6","7","95","0","0","0","18","122","7","96","1","11600","7","8","289","13.77","INDIVIDUAL","CASH"," "," "," ","2","1","1","1","6","5800.0","77.3","1","4","2119.0","47.5","2","0","4","1306.77","1307"," "," "," "," "," "," "," "," "," "," "," "," "," "
"134295988","151975801","12000.0","5200.0","36","7.46","1.88","0.83","373.06","A","A4","Chief ","9 years","RENT","80000.0","Not Verified","06-23-2018 14:01:22","07-23-2018 18:00:00","06-23-2018 18:00:00","05-26-2018 17:35:55","06-23-2018 14:08:22","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=134295988"," ","Home improvement","Home improvement","802xx","CO","","0","5","4740","33.3","67.3","21.98","1","0.0","08-26-1997 17:00:00","705","709","0","18"," ","11","18","36","0","25","0","124116","10018.0","38.5","14500","46","103536","14"," ","f","","0","0","0","0","0","null","25","3","5","129536","124116","4965","6","3","3","97","0","0","0","32","171","4","249","5","26000","4","8","0","7.46","INDIVIDUAL","CASH"," "," "," ","1","17","2","4","8","114098.0","110.2","1","1","5554.0","95.8","1","4","1","0","800"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135676011","153932469","15000.0","8200.0","36","16.46","7.40","1.15","530.77","C","C5","Fire Engineer ","8 years","RENT","60000.0","Source Verified","06-21-2018 13:37:04","07-22-2018 10:00:00","06-22-2018 10:00:00","06-21-2018 13:30:21","06-22-2018 08:30:46","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135676011"," ","Debt consolidation","Debt consolidation","374xx","TN","","0","3","3372","75.0","75.8","31.02","1","0.0","08-20-2003 17:00:00","675","679","0","21"," ","21","21","43","1","7","0","95173","14728.0","42.8","18100","21","80445","11","21","f","","0","0","0","0","0","null","7","2","1","108545","95173","13596","6","3","4","95","0","0","0","9","143","3","136","43","28100","3","5","0","16.20","INDIVIDUAL","DIRECT_PAY"," "," "," ","2","2","2","3","1","80445.0","100.0","0","0","5947.0","77.0","1","5","0","0","400"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135782662","154019497","9000.0","2150.0","36","14.52","7.40","1.15","309.88","C","C3","Supervisor","8 years","RENT","41974.4","Not Verified","06-23-2018 15:43:16","07-23-2018 18:00:00","06-23-2018 18:00:00","06-23-2018 15:17:40","06-23-2018 17:04:30","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135782662"," ","Debt consolidation","Debt consolidation","752xx","TX","","0","15","1892","0.0","0.4","7.09","0","0.0","04-22-2009 17:00:00","660","664","2","48"," ","5"," ","7","0","15","0","5829","5829.0","38.3","1900","17","0","16"," ","f","","0","1","0","0","0","48","15","13","5","15200","5829","389","4","1","3","94","0","0","0","1","58","8","110","5","15200","8","15","1080","14.26","INDIVIDUAL","CASH"," "," "," ","2","0","0","0","58","0.0"," ","13","15","8.0","38.3","0","5","5","0","1074"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135784410","154020309","12000.0","4725.0","36","13.06","7.40","1.15","404.68","C","C1","Sr Lab Technician","10+ years","RENT","44720.0","Source Verified","06-23-2018 14:27:29","07-23-2018 18:00:00","06-23-2018 18:00:00","06-23-2018 14:04:49","06-23-2018 14:32:06","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135784410"," ","Debt consolidation","Debt consolidation","433xx","OH","","0","4","2699","0.0","0.0","5.58","0","0.0","11-22-2008 16:00:00","675","679","0","71"," ","10","71","0","0","3","0","8869","1.0","0.0","2700","10","9786","4","71","f","","0","2","0","0","0","71","3","3","0","12486","8869","2956","3","1","2","100","0","0","0","6","86","1","115","0","2700","1","2","0","12.80","INDIVIDUAL","CASH"," "," "," ","1","1","2","2","10","8868.0","90.6","1","2","1.0","71.0","7","0","12","0","600"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135640935","153888218","27000.0","19100.0","36","13.06","7.40","1.15","910.52","C","C1","teacher","< 1 year","RENT","51645.0","Not Verified","06-20-2018 17:51:13","07-21-2018 10:00:00","06-21-2018 10:00:00","06-20-2018 17:29:38","06-21-2018 08:21:31","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135640935"," ","Debt consolidation","Debt consolidation","913xx","CA","","0","3","1717","50.0","87.3","14.13","0","0.0","11-20-2005 16:00:00","675","679","0"," "," ","7"," ","2","0","9","0","30807","17208.0","85.6","13500","12","20796","5"," ","f","","0","0","0","0","0","null","9","2","2","44289","30807","3423","2","1","2","100","0","0","0","6","151","3","64","2","20100","3","4","0","12.80","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","4","0","0","45","13599.0","65.4","2","2","11783.0","69.6","0","0","1","0","500"," "," "," "," "," "," "," "," "," "," "," "," "," "
"135718214","153953756","14000.0","5900.0","36","13.06","7.40","1.15","472.13","C","C1","Administrative Assistant ","< 1 year","RENT","32000.0","Source Verified","06-21-2018 20:43:19","07-22-2018 14:00:00","06-22-2018 14:00:00","06-21-2018 20:11:53","06-22-2018 13:23:21","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=135718214"," ","Debt consolidation","Debt consolidation","925xx","CA","","0","4","12022","28.6","45.6","17.63","0","0.0","02-21-2009 16:00:00","690","694","0"," "," ","21"," ","9","0","9","0","21101","10583.0","41.3","22100","14","14141","11"," ","f","","0","0","0","0","0","null","9","1","9","39741","21101","2345","7","5","7","100","0","0","0","3","58","6","112","9","25600","6","8","0","12.80","INDIVIDUAL","CASH"," "," "," ","0","1","0","2","21","10518.0","74.4","1","2","3043.0","53.1","2","0","0","0","600"," "," "," "," "," "," "," "," "," "," "," "," "," "
